Processes: 212 total, 4 running, 6 stuck, 202 sleeping, 1019 threads 
2014/07/31 06:55:02
Load Avg: 2.07, 2.75, 2.64 
CPU usage: 32.91% user, 45.56% sys, 21.51% idle 
SharedLibs: 9412K resident, 8388K data, 0B linkedit.
MemRegions: 46292 total, 1220M resident, 72M private, 346M shared.
PhysMem: 3004M used (1134M wired), 19M unused.
VM: 528G vsize, 1068M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 31360782/25G in, 29845626/18G out.
Disks: 978252/21G read, 388862/16G written.

PID    COMMAND          %CPU TIME     #TH  #WQ #PORTS #MREGS MEM    RPRVT  PURG   CMPRS  VPRVT VSIZE  PGRP  PPID  STATE    UID FAULTS    COW      MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS KPRVT  KSHRD  IDLEW    POWER USER           
231    CVMServer        0.0  00:00.24 2    1   133-   50-    524K-  380K-  32K    260K   53M-   2484M- 231   1     sleeping 0   2141      80       3123      2140      10230+    4749      6277+      63      1487K- 222K-  274       0.0   root           
229    mds_stores       0.0  04:01.31 8    3   82+    422    11M+   15M+   24K    27M    510M   3113M  229   1     sleeping 0   1595479+  12109    180740+   120062+   3031493+  553816+   1047723+   469907  22M+   25M+   7193      0.0   root           
225    networkd_privile 0.0  00:00.20 2    1   26     37     356K   248K   0B     256K   53M    2411M  225   1     sleeping 0   1903      87       1218      1541      13049     4806      6412       6       1956K  83K    89        0.0   root           
219    networkd         0.0  00:03.21 2    0   97     51     1112K  844K   0B     564K   45M    2411M  219   1     sleeping 24  5446      184      59407     31382     117652    100230    69346      314     3329K  -3M    770       0.0   _networkd      
181    ocspd            0.0  01:41.83 5    0   76     184    2888K  2348K  0B     2576K  62M    2475M  181   1     sleeping 0   648466    1550     66555     4167      220374    238418    126801     3315    2928K  -50M   556       0.0   root           
110    WindowServer     4.2  22:37.44 4    0   678    5418   67M+   51M+   16K    57M    336M-  3644M  110   1     sleeping 88  5567011+  12076    14866687+ 5209966+  857637+   13204172+ 13866743+  5096    20M    590M+  1375702+  5.3   _windowserver  
90     iStatMenusDaemon 0.0  01:29.25 4    0   40     59     1076K  884K   0B     7016K  58M    2417M  90    1     sleeping 0   14736     522      355763+   251550    1082973+  1415481+  349930+    222     1392K  -4M    39781+    0.0   root           
88     fitbitd          0.0  00:05.23 6    1   58     53     752K   508K   0B     496K   65M    2448M  88    1     sleeping -2  10738     191      8790      1360      215165    23184     141041     627     6728K  2275K  35604     0.0   nobody         
87     leapd            0.1  33:39.44 17   0   118    108    1556K  1300K  0B     24M    79M    2442M  87    1     sleeping 0   138202    250      51374775  25746094  37542694+ 34617611  21920442+  3757    2187K  2734M  102168+   0.2   root           
85     airportd         0.0  00:03.28 3    0   92     55     2984K  2656K  0B     2540K  57M    2439M  85    1     sleeping 0   9778      148      31615     15088     39087     40564     22710      492     2446K  -2M    1700      0.0   root           
84     aosnotifyd       0.0  00:00.80 4    0   93     68     1648K  1400K  0B     2060K  54M    2437M  84    1     sleeping 0   6755      236      6494      3919      16932     14443     12602      365     2300K  277K   165       0.0   root           
83     apsd             0.0  00:01.88 4    0   122    65     2776K  2248K  0B     1096K  45M    2436M  83    1     sleeping 0   9835      220      16143     9151      38311     44241     25487      1044    2476K  1564K  447       0.0   root           
82     autofsd          0.0  00:00.10 2    1   32     41     324K   208K   0B     508K   53M    2411M  82    1     sleeping 0   2374      129      2465      1241      5889      2585      3493       16      1559K  449K   91        0.0   root           
81     awacsd           0.0  00:00.61 5    2   94     67     1872K  1556K  0B     1300K  54M    2436M  81    1     sleeping 0   6998      230      5739      3174      14324     9145      9137       713     1655K  800K   151       0.0   root           
80     backupd-helper   0.0  00:00.28 2    0   55     41     856K   604K   0B     524K   53M    2411M  80    1     sleeping 0   3696      120      4509      2020      7928      6412      5488       124     1536K  140K   130       0.0   root           
79     blued            0.0  00:02.15 3    0   94     111    1572K  976K   0B     2408K  21M    2434M  79    1     sleeping 0   17858     430      31818     15564     15582     35510     11217      709     1867K  1290K  308       0.0   root           
76     appleeventsd     0.0  00:01.57 5    4   233    54     1004K  820K   0B     1352K  55M    2436M  76    1     sleeping 55  9880      156      12561     9889      75047     28103     45709      117     6487K  338K   422       0.0   _appleevents   
75     launchservicesd  0.0  01:26.43 8    7   538    70     7592K  7344K  0B     7676K  70M    2452M  75    1     stuck    0   127872    121      609596    521027    2042806   707612    1754870    305     9095K  273M   611       0.0   root           
71     dynamic_pager    0.0  00:00.02 1    0   18     27     20K    16K    0B     372K   9652K  2376M  71    1     sleeping 0   324       69       30        14        108       65        36         0       91K    1836K  0         0.0   root           
69     fseventsd        0.1  03:51.83 15   0   291    84     3088K  2920K  0B     10M    271M   2630M  69    1     sleeping 0   982972+   79       488176+   4262      6973862+  2428622+  7404280+   69      11M    681M+  178611+   0.1   root           
68     hidd             0.0  00:37.94 3    0   92     50     1480K  1168K+ 0B     792K   53M+   2412M  68    1     sleeping 0   4734      121      1011608   467168    167977    759522    327122     427     1634K  714K   1862      0.0   root           
66     kdc              0.0  00:00.22 2    1   51     54     620K   456K   0B     740K   53M    2412M  66    1     sleeping 0   2635      132      2571      1276      6951      2721      3524       98      1388K  259K   103       0.0   root           
65     KernelEventAgent 0.0  00:00.03 3    0   29     37     176K   84K    0B     348K   45M    2411M  65    1     sleeping 0   1215      72       115       15        1485      448       255        42      146K   91K    1         0.0   root           
64     locationd        0.0  00:24.61 8    0   126    356    6448K  4820K  0B     20M    32M    2471M  64    1     sleeping 205 38701     562      49682     24963     182436    74564     72288      2006    5251K  9416K  1141      0.0   _locationd     
63     logind           0.0  00:00.03 2    0   46     36     528K   364K   0B     380K   53M    2411M  63    1     sleeping 0   1711      170      189       113       835       429       533        38      281K   110K   5         0.0   root           
62     loginwindow      0.0  00:07.94 4    2   367    214    6736K  5412K  0B     11M    67M    2522M  62    1     sleeping 501 78853     521      179385    96281     148290    232219    115604     2488    5415K  -17M   3740      0.0   tgreen         
59     mDNSResponder    0.0  00:09.30 5    0   93     66     20M    20M    0B     2144K  57M    2439M  59    1     sleeping 65  18081     157      13264     6479      528713    16716     112824     630     3463K  -4M    4562      0.0   _mdnsresponder 
58     mds              0.1  03:01.10 11   6   266    291    11M    10M    0B     24M    120M   2562M  58    1     sleeping 0   582281+   1002     228672+   197190    8758481+  820592+   3926208+   1931    13M    173M-  145313    0.1   root           
57     mtmd             0.0  00:39.38 3    1   73     88     11M    10M    0B     24M    83M    2465M  57    1     sleeping 0   120248    199      72313     27758     1323854   114324    208608     479     5343K  78M    615       0.0   root           
56     mtmfs            0.0  01:54.60 3    0   63     69     7700K  7360K  0B     15M    84M    2466M  56    1     sleeping 0   509184    183      23136     10718     7657541   62486     79561      409     1931K  2906K  3111      0.0   root           
51     revisiond        0.0  00:00.91 4    1   50     49     464K   304K   0B     4548K  52M    2422M  51    1     sleeping 0   4268      120      293       211       3960      789       65313      348     457K   1517K  57        0.0   root           
49     SleepServicesD   0.0  00:00.26 2    0   38     34     720K   540K   0B     464K   53M    2411M  49    1     sleeping 0   3472      100      4592      2179      8159      5940      5289       32      2038K  242K   140       0.0   root           
46     stackshot        0.0  00:00.08 3    0   44     39     444K   280K   0B     320K   45M    2411M  46    1     sleeping 0   1947      73       1351      678       5824      2146      3411       3       1365K  193K   104       0.0   root           
43     usbmuxd          0.0  00:00.17 3    0   51     45     500K   312K   0B     728K   55M    2422M  43    1     sleeping 213 2635      192      2731      1301      7884      3993      4582       169     1431K  455K   86        0.0   _usbmuxd       
42     warmd            0.0  00:00.98 5    3   42     57     1008K  820K   0B     4544K  58M    2416M  42    1     sleeping 0   7264      169      1667      2556      18121     2720      14722      129     3579K  -1M    173       0.0   root           
39     coreservicesd    0.0  00:20.11 5    1   378    408    4276K  3060K  0B     4516K  41M    2469M  39    1     sleeping 0   63794     3837     453438    173902    609333    832065    308820     2561    9437K  -12M   5109      0.0   root           
38     authd            0.0  00:01.62 7    6   88     75     2012K  1728K  0B     1784K  56M    2438M  38    1     stuck    0   7232      231      5817      5513      27068     17725     16275      1033    1555K  459K   64        0.0   root           
25     xpcd             0.0  00:00.34 2    0   26     46     8192B  0B     0B     2108K  46M    2412M  25    1     sleeping 0   4310      138      1202      1070      17627     4149      6185       6       416K   210K   25        0.0   root           
24     cfprefsd         0.3  02:58.18 7    6   317    101    4616K+ 4436K+ 0B     19M-   64M    2430M  24    1     sleeping 0   15448+    82       940229+   1011338+  15191280+ 1432119+  6207021+   118     8667K+ -116M- 1276      0.3   root           
22     opendirectoryd   0.3  02:41.55 13   12  805    165    4788K  4600K  0B     7020K  67M    2457M  22    1     sleeping 0   29286     1547     707166+   916039+   13562774+ 1441356+  7149030+   1284    4699K  -59M-  1039      0.3   root           
21     distnoted        0.0  00:25.30 6    4   158    44     2436K  2296K  0B     644K   55M    2435M  21    1     sleeping 0   6792      81       141575+   341646+   2281590+  348219+   1254689+   76      4621K  -88M-  350       0.0   root           
19     syslogd          0.0  00:26.89 7    6   155    51     1788K  1668K  0B     772K   58M    2424M  19    1     sleeping 0   154832+   60       3939      2463      1063512+  757903+   661939+    83      3268K  -73M-  690       0.0   root           
18     configd          0.0  01:02.58 8    2   504    126    3568K  2812K  0B     1512K  24M    2438M  18    1     sleeping 0   257274    347      1212709   607681    1175737   2027870   751336     977     7769K  116M   572       0.0   root           
17     powerd           0.0  00:05.13 2    0   97     39     884K   664K   0B     332K   53M    2433M  17    1     sleeping 0   17080     96       85750     27436     168675    173458    110577     356     4672K  449K   2641      0.0   root           
